2.350514,2.948303,2.687816,2.609951,2.394525,2.690559,2.762072,2.730735,2.913338,2.79495,2.833123,2.977345,2.761144,3.028004,2.969276,0
2.476477,3.04245,2.985755,2.894075,2.875686,2.851398,3.020023,2.973581,3.023611,3.039224,2.930931,3.045608,2.893035,2.970104,3.051342,0
2.63888,3.045043,2.828849,2.869937,2.944313,3.039415,2.961363,2.976533,3.057866,3.131637,3.008147,3.093987,2.995221,3.047507,3.084833,0
2.592593,2.994421,2.951321,2.872876,2.985109,3.069273,2.958648,2.953066,3.049978,3.092045,2.949328,3.060458,3.078592,3.009629,3.010256,0
2.603122,2.955302,2.851368,2.873482,3.02887,3.038603,2.935732,3.01706,3.016576,3.036242,3.004769,3.008542,3.106359,3.022063,2.986538,0
2.565792,2.956873,2.805597,2.878295,3.08039,3.094348,2.910226,3.028299,3.033471,2.975077,2.989393,3.009575,3.03017,3.027153,2.994206,0
2.54636,2.938364,2.810497,2.889058,3.09025,3.110158,2.913359,3.102859,3.033269,3.02328,3.062261,3.031077,3.069706,3.059996,2.994763,0
2.574456,2.968296,2.865024,2.919376,3.109387,3.094065,2.952028,3.082163,3.088825,3.037977,3.014579,3.061858,3.109761,2.998861,3.015993,0
2.567709,2.948777,2.91294,2.932964,3.135496,3.109004,2.972516,3.09594,3.083887,3.05819,3.020683,3.078676,3.122056,3.019299,3.023913,0
2.510693,2.905771,2.893607,2.950457,3.111762,3.11613,2.990177,3.119987,3.092182,3.06928,3.074291,3.086606,3.110028,3.057242,3.057223,0
2.521418,2.943615,2.865453,2.977101,3.087332,3.106707,3.014774,3.120254,3.103259,3.118915,3.088593,3.086973,3.094675,3.070184,3.055292,0
2.54562,2.956468,2.889026,2.999709,3.124664,3.118269,3.014731,3.124601,3.111562,3.122675,3.078753,3.100914,3.076098,3.059701,3.086568,0
2.554149,2.948891,2.905975,2.993193,3.094713,3.110844,3.025667,3.133235,3.120162,3.114979,3.101185,3.096344,3.069551,3.074084,3.06293,0
2.530833,2.937451,2.925346,2.972652,3.090368,3.107905,2.980821,3.112599,3.116132,3.090753,3.111254,3.108877,3.054095,3.077336,3.074068,0
2.498492,2.976185,2.875121,2.989698,3.100054,3.091201,3.018545,3.134464,3.125992,3.114378,3.101756,3.115115,3.092655,3.079672,3.068289,0
2.509025,2.960939,2.879044,2.991624,3.09937,3.101225,3.018562,3.131719,3.106792,3.102587,3.095832,3.106019,3.105665,3.07673,3.070861,0
2.456476,2.986597,2.807274,2.99386,3.099603,3.09356,3.018754,3.129008,3.128243,3.09863,3.095958,3.118279,3.10467,3.098451,3.069049,0
2.452812,2.972239,2.83183,3.000427,3.098279,3.093264,3.023314,3.136098,3.12296,3.10237,3.101636,3.117787,3.097072,3.107754,3.067468,0
2.50089,2.972728,2.85743,3.008587,3.093437,3.087784,3.02069,3.126781,3.114786,3.114784,3.096347,3.120744,3.095392,3.08947,3.056685,0
2.429814,2.980594,2.833002,3.002691,3.093094,3.088656,3.01672,3.126964,3.120476,3.09939,3.093699,3.127605,3.101074,3.094551,3.064742,0
2.4204,2.975107,2.818479,3.009725,3.088786,3.092475,3.017995,3.127303,3.118879,3.09791,3.092733,3.130589,3.095176,3.092206,3.061071,0
2.476639,2.946489,2.867008,3.013259,3.082411,3.08533,3.015323,3.122714,3.121516,3.122201,3.098586,3.126911,3.078745,3.088285,3.051793,0
2.463057,2.996113,2.917696,3.002625,3.091841,3.086261,3.009394,3.125571,3.118978,3.117316,3.100221,3.130518,3.080092,3.090484,3.066481,0
2.448856,2.970022,2.881968,3.019999,3.081626,3.083751,3.022209,3.120981,3.111427,3.102948,3.100036,3.131631,3.096027,3.094602,3.056653,0
2.490164,3.005919,2.857315,2.977199,3.110092,3.071527,3.00345,3.134,3.11167,3.102318,3.094815,3.122125,3.110251,3.084062,3.056612,0
