2.447684,2.787766,2.964458,2.935386,2.807028,3.032403,3.061991,2.640434,3.110629,3.034253,2.624907,3.095678,2.934758,2.903518,3.036674,-0.02097859,-0.9919351,0.1249994,0
2.458413,2.799855,2.993538,2.928388,2.798022,3.030468,3.066125,2.631042,3.108289,3.04344,2.624404,3.097119,2.942667,2.903188,3.028551,-0.01690594,-0.9946111,0.102288,0
2.439214,2.804757,2.995628,2.932847,2.819447,3.03669,3.051208,2.661288,3.104673,3.031431,2.657693,3.104733,2.945547,2.923686,3.04032,-0.01290644,-0.996675,0.08045062,0
2.438987,2.800268,2.977333,2.946033,2.79555,3.03909,3.070067,2.639882,3.120493,3.047534,2.623891,3.109434,2.956058,2.901166,3.04185,-0.01457865,-0.99516,0.09718066,0
2.428599,2.800017,3.007236,2.943525,2.796401,3.043258,3.052904,2.635076,3.111457,3.036681,2.613287,3.109359,2.946973,2.888527,3.054182,-0.01628754,-0.9963484,0.08381321,0
2.464325,2.806499,2.988899,2.947982,2.812388,3.036647,3.073897,2.659492,3.128826,3.052394,2.640756,3.09655,2.968695,2.91609,3.048137,-0.005776071,-0.9944922,0.1046511,0
2.418847,2.812546,2.945604,2.938306,2.808954,3.048994,3.063311,2.668776,3.121716,3.040317,2.653037,3.099897,2.963794,2.921646,3.05184,-0.01089915,-0.995518,0.09394189,0
2.42028,2.815502,2.944989,2.937918,2.807277,3.036747,3.065776,2.658382,3.120813,3.035141,2.651534,3.098031,2.960659,2.931701,3.054403,-0.006371648,-0.9943691,0.1057808,0
2.411213,2.809247,2.938655,2.930025,2.819914,3.043873,3.057353,2.653548,3.130197,3.03851,2.64966,3.096099,2.959366,2.929114,3.058862,-0.009438891,-0.9952183,0.09721851,0
2.426787,2.792697,2.98744,2.93981,2.815367,3.046404,3.077817,2.645142,3.122351,3.061817,2.650108,3.107483,2.975633,2.932035,3.062782,-0.003643575,-0.996149,0.08760048,0
2.425501,2.819577,2.974722,2.92523,2.812946,3.040524,3.055639,2.644939,3.13751,3.038785,2.648001,3.08781,2.970735,2.931791,3.049162,0.00448778,-0.9957452,0.09203942,0
2.445686,2.820971,2.997531,2.944971,2.827815,3.050502,3.078871,2.676447,3.133358,3.051168,2.682024,3.092541,2.990198,2.93901,3.0561,-0.001213391,-0.9964023,0.08474106,0
2.441187,2.806246,2.987815,2.93557,2.84851,3.056463,3.084483,2.685116,3.133237,3.055113,2.681326,3.088905,3.000653,2.938656,3.062335,0.005568467,-0.9968174,0.07952451,0
2.417355,2.826758,2.937783,2.930485,2.833544,3.039565,3.065077,2.660616,3.130226,3.045407,2.662533,3.086216,2.974595,2.95325,3.050417,-0.004044045,-0.9981466,0.06072035,0
2.423746,2.822167,2.955598,2.920157,2.829515,3.05022,3.043662,2.670479,3.137095,3.029984,2.673721,3.095247,2.982565,2.951669,3.057147,-0.0006790828,-0.9973389,0.07290109,0
2.443518,2.839379,2.9694,2.9278,2.827104,3.037664,3.066637,2.65161,3.126893,3.041708,2.663154,3.063028,2.981061,2.956556,3.03613,-0.007758019,-0.9965023,0.08320455,0
2.412614,2.835833,2.949085,2.93498,2.844141,3.047589,3.081386,2.687577,3.114691,3.067875,2.689444,3.059452,3.027843,2.959461,3.035301,-0.0009532729,-0.9980869,0.0618181,0
2.403438,2.838738,2.953978,2.939517,2.84436,3.055815,3.088837,2.674057,3.12041,3.068309,2.683421,3.060127,3.02363,2.962445,3.04682,0.003195529,-0.9976808,0.06799206,0
2.419281,2.846747,2.957163,2.914803,2.829406,3.02959,3.067248,2.654208,3.108442,3.036774,2.690571,3.053916,3.001927,2.979907,3.041715,-0.005363666,-0.9963008,0.08576661,0
2.424143,2.835295,2.947961,2.945661,2.840003,3.040054,3.092681,2.655465,3.118255,3.051045,2.685265,3.073733,3.011079,2.969332,3.057603,-0.003329831,-0.9960671,0.08853899,0
2.433401,2.840546,2.97419,2.945466,2.847357,3.055008,3.101083,2.67677,3.121943,3.058046,2.711101,3.082319,3.026217,2.97476,3.061027,-0.004216303,-0.9958541,0.09086795,0
