2.52696,3.036339,2.843108,3.038452,3.088253,3.013531,3.131794,3.023076,3.05153,3.093142,3.062177,3.053018,3.097679,3.088533,3.00943,0.05610546,-0.9775608,-0.2030445,0
2.533815,3.037972,2.840243,3.034907,3.085422,3.011473,3.136998,3.019584,3.045927,3.091765,3.065968,3.055737,3.101002,3.100627,3.013088,0.05717124,-0.9788193,-0.1965813,0
2.542886,3.037716,2.83255,3.028556,3.076994,3.01641,3.136217,3.009082,3.049738,3.088267,3.060946,3.057619,3.103248,3.104181,3.024402,0.05427224,-0.9797625,-0.1926654,0
2.551813,3.029473,2.884456,3.023781,3.050645,3.009566,3.132617,2.995636,3.059944,3.075479,3.044704,3.064397,3.092304,3.074239,3.014025,0.05794294,-0.9833771,-0.172082,0
2.559198,3.030244,2.880092,3.02739,3.057963,3.016341,3.136495,3.005411,3.057604,3.082893,3.057063,3.064656,3.098448,3.094195,3.022104,0.08176864,-0.980281,-0.1798976,0
2.612003,3.021566,2.915319,3.02583,3.066555,2.996281,3.129019,3.00616,3.046508,3.095046,3.047906,3.05615,3.095696,3.085783,3.016421,0.08144067,-0.9801419,-0.1808015,0
2.587676,3.023302,2.931714,3.016428,3.058089,2.997027,3.131867,3.008198,3.039299,3.089181,3.061735,3.060569,3.108575,3.11161,3.019577,0.08835193,-0.9792773,-0.1822358,0
2.590876,3.02867,2.907938,3.024004,3.058241,3.001662,3.128115,3.009988,3.032701,3.093009,3.055427,3.052647,3.097435,3.10604,3.015125,0.09616058,-0.9794384,-0.1773519,0
2.568821,3.030186,2.97166,3.054136,3.070678,3.006917,3.117769,3.02845,3.041428,3.072381,3.053104,3.054481,3.094004,3.092066,2.994766,0.082014,-0.9777166,-0.1932457,0
2.59396,3.026908,2.98197,3.047298,3.066907,3.008584,3.130066,3.025728,3.037322,3.083636,3.065199,3.052534,3.102427,3.10138,3.001697,0.09295244,-0.974003,-0.2065869,0
2.602645,3.059066,2.950015,3.049579,3.061038,2.999736,3.131865,3.024844,3.027217,3.083248,3.064344,3.044154,3.10121,3.109636,2.998878,0.09821062,-0.9734207,-0.2068982,0
2.591653,3.048819,2.984815,3.051642,3.06856,3.007866,3.1277,3.029218,3.042925,3.08508,3.06327,3.054716,3.095037,3.097392,3.002598,0.08895827,-0.9705966,-0.2236708,0
2.588893,3.040105,2.991157,3.049753,3.074203,3.003864,3.129099,3.032812,3.03791,3.084296,3.063562,3.051184,3.099964,3.099819,2.996336,0.08816745,-0.973442,-0.2112748,0
2.608618,3.037984,3.002181,3.046738,3.065919,3.005031,3.125843,3.02564,3.042354,3.085887,3.05957,3.050848,3.093718,3.097604,2.992131,0.08985017,-0.9758012,-0.1993463,0
2.633132,3.05176,2.978878,3.03822,3.05878,2.999801,3.132181,3.005231,3.042025,3.077794,3.037509,3.041884,3.10421,3.085956,2.996194,0.0931087,-0.9772556,-0.1905313,0
2.638399,3.055534,2.96204,3.039838,3.054788,3.012541,3.130048,2.994955,3.049302,3.074137,3.026823,3.041048,3.104554,3.077982,2.994624,0.08739403,-0.9738238,-0.2098319,0
2.593293,3.051009,2.915893,3.039155,3.053422,3.023156,3.126183,2.988425,3.060807,3.077239,3.034212,3.054151,3.118463,3.096747,3.003781,0.07804501,-0.9751307,-0.2074345,0
