2.795499,3.043177,2.839756,2.808402,2.885568,3.059064,3.064036,2.888566,3.079046,3.10587,2.845998,3.068971,3.125829,2.944706,3.028316,4
2.816825,3.044862,2.843589,2.828085,2.882374,3.061999,3.063133,2.894832,3.080084,3.10302,2.856482,3.071182,3.137621,2.949563,3.035728,4
2.807708,3.025841,2.847365,2.824044,2.885363,3.067793,3.078388,2.889217,3.088269,3.111845,2.832712,3.075192,3.111022,2.92273,3.03264,4
2.799902,3.050697,2.825909,2.818164,2.870385,3.078677,3.06332,2.879506,3.088655,3.10014,2.842368,3.079605,3.130456,2.944865,3.040851,4
2.79422,3.058681,2.826961,2.809385,2.873947,3.080875,3.051597,2.880316,3.085899,3.081992,2.85408,3.076502,3.09965,2.953669,3.046194,4
2.789804,3.061269,2.820217,2.79422,2.872476,3.075918,3.044276,2.890288,3.075153,3.086339,2.848432,3.073322,3.100907,2.950683,3.041365,4
2.766743,3.075533,2.825804,2.827147,2.89281,3.067375,3.045579,2.899827,3.075546,3.078844,2.864408,3.074371,3.105519,2.960618,3.043036,4
2.779352,3.054235,2.833068,2.81129,2.863264,3.075398,3.041855,2.871778,3.073848,3.075744,2.830036,3.073747,3.09899,2.934436,3.050502,4
2.784948,3.056901,2.823107,2.824895,2.879242,3.08642,3.038266,2.8873,3.086241,3.069977,2.852018,3.079317,3.096265,2.943344,3.0498,4
2.767138,3.049395,2.856119,2.791915,2.871165,3.074849,3.028252,2.87481,3.075411,3.062476,2.83586,3.069943,3.090692,2.941015,3.04698,4
2.784237,3.074453,2.826103,2.791229,2.891815,3.068988,3.019726,2.897101,3.063657,3.043924,2.867101,3.071692,3.078034,2.963562,3.054688,4
2.754448,3.071471,2.808427,2.78891,2.878636,3.076418,3.02483,2.889587,3.064524,3.048383,2.863353,3.078048,3.072829,2.961549,3.055586,4
2.759761,3.068876,2.796114,2.786482,2.897039,3.063018,3.015541,2.901826,3.04865,3.042002,2.895658,3.077216,3.0772,2.986927,3.050482,4
2.791921,3.045328,2.895918,2.817815,2.900547,3.053159,3.009036,2.901867,3.067068,3.055077,2.882745,3.071204,3.102989,2.964418,3.053818,4
2.707629,3.044174,2.827602,2.830958,2.89313,3.05665,2.999318,2.895908,3.056568,3.0406,2.870066,3.068116,3.077119,2.980144,3.051162,4
2.890439,3.030594,2.757933,2.809916,2.884636,3.02879,2.979107,2.924281,3.018255,3.049845,2.947199,3.027522,3.106522,3.054689,3.045567,4
2.939672,3.043593,2.831158,2.854809,2.926191,2.990247,2.99679,2.963525,3.010245,3.097427,2.964891,3.029134,3.082157,3.06867,3.056288,4
2.950233,3.067761,2.873153,2.876719,2.957866,2.99783,3.00902,2.963562,2.993322,3.089531,2.930792,3.005885,3.056264,3.043527,3.040024,4
2.939039,3.078761,2.961473,3.000401,2.986962,2.969301,3.052667,2.970745,3.00926,3.114344,2.879543,3.003011,3.026615,2.98799,3.041328,4
2.927564,3.073739,2.950914,2.978417,2.959345,2.973255,3.046375,2.946554,3.007522,3.11841,2.841109,2.984754,3.067457,2.956392,3.03131,4
2.833338,3.005543,2.897739,2.868762,2.936257,2.97736,2.9994,2.905076,3.044878,3.053774,2.811452,3.066645,3.073931,2.953794,3.042484,4
2.745271,2.933494,2.895386,2.805494,2.910322,2.998178,2.974702,2.874459,3.065618,3.030579,2.816215,3.087044,3.069438,2.965884,3.05448,4
2.494918,2.804226,2.670717,2.750746,2.964381,3.006074,2.978958,2.941276,3.072729,2.963595,2.913665,3.059876,2.992026,2.941301,2.980968,4
2.441968,2.800343,2.571791,2.725143,2.953912,3.006086,2.965461,2.8949,3.062034,2.933779,2.880216,3.054825,2.978437,2.95554,2.980064,4
2.463189,2.892618,2.5586,2.695744,2.954186,2.983936,2.95232,2.912827,3.020186,2.935673,2.921874,3.041309,2.993812,2.984605,2.987522,4
2.630503,2.80748,2.479271,2.756504,2.948558,3.014824,2.991972,2.918185,3.080066,2.994791,2.897478,3.085186,3.042762,2.954958,2.994368,4
2.646972,2.751941,2.617373,2.753849,2.947164,2.997488,3.008099,2.923534,3.096211,3.004917,2.889922,3.109975,3.030683,2.931252,3.01392,4
2.582626,2.589619,2.516305,2.769758,2.967541,2.990996,3.030284,2.963717,3.104793,3.013055,2.910966,3.106029,3.071787,2.971927,3.031074,4
